,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
368,Belyy Yar,89,RU,1580044544,87,53.6,91.39,20.14,5.73
369,Malakal,15,SS,1580044544,12,9.53,31.66,94.87,9.44
370,Mae Ramat,21,TH,1580044544,34,16.98,98.52,81.0,3.67
371,Stawell,93,AU,1580044544,67,-37.05,142.77,63.37,9.89
372,Chicama,100,PE,1580044545,79,-7.84,-79.15,71.78,2.33
373,Muisne,97,EC,1580044545,88,0.6,-80.03,76.23,5.7
374,Itupiranga,100,BR,1580044545,89,-5.13,-49.33,78.94,3.11
375,Ban Nahin,52,LA,1580044545,60,18.24,104.21,68.72,8.99
376,Coquimbo,77,CL,1580044545,91,-29.95,-71.34,63.59,4.88
377,Hualmay,67,PE,1580044545,76,-11.1,-77.61,71.91,2.01
378,Harper,66,LR,1580044545,48,4.38,-7.72,93.49,3.0
379,Taksimo,100,RU,1580044546,96,56.34,114.88,-5.75,0.76
380,Priboj,99,BA,1580044546,58,44.6,18.93,55.0,3.0
381,Smithers,100,CA,1580044546,98,54.78,-127.17,20.14,5.12
382,Kathu,2,TH,1580044546,77,7.92,98.33,81.18,15.12
383,Marang,85,MY,1580044546,78,5.21,103.21,82.0,3.0
384,Huron,99,US,1580044546,91,41.15,-82.55,34.0,7.0
385,Big Spring,0,US,1580044546,82,32.25,-101.48,37.0,1.99
386,Tsabong,0,BW,1580044547,14,-26.02,22.4,90.97,16.06
387,Buala,80,SB,1580044547,80,-8.14,159.59,79.97,5.68
388,Wuwei,0,CN,1580044547,69,37.93,102.64,23.72,7.43
389,Ponta Delgada,99,PT,1580044547,76,37.73,-25.67,61.29,6.13
390,Paine,8,CL,1580044547,35,-33.82,-70.75,81.0,3.87
391,Sambava,88,MG,1580044547,93,-14.27,50.17,79.0,3.78
392,Huarmey,83,PE,1580044547,74,-10.07,-78.15,72.46,1.57
393,Port Moresby,40,PG,1580044548,94,-9.44,147.18,78.8,3.36
394,Helena,20,US,1580044539,82,46.59,-112.04,32.0,5.82
395,Santa Cruz de la Sierra,65,BO,1580044371,36,-17.8,-63.17,80.55,5.75
396,New Glasgow,97,CA,1580044521,95,45.58,-62.65,36.0,14.0
397,Quelimane,48,MZ,1580044549,67,-17.88,36.89,83.41,6.06
398,Kaitangata,100,NZ,1580044549,93,-46.28,169.85,57.79,3.56
399,Bridlington,100,GB,1580044549,85,54.08,-0.19,48.0,8.99
400,Cartagena,47,CO,1580044549,81,10.4,-75.51,78.89,19.77
401,Luderitz,0,NA,1580044549,77,-26.65,15.16,66.96,28.7
402,Yangi Marg`ilon,100,UZ,1580044549,56,40.43,71.72,45.28,6.69
403,Kaitong,0,CN,1580044549,90,44.81,123.15,11.28,9.57
404,Kuragino,100,RU,1580044549,96,53.9,92.67,17.38,4.21
405,Takoradze,57,GH,1580044550,27,4.88,-1.76,95.9,4.09
406,Viet Tri,79,VN,1580044550,65,21.3,105.43,60.33,3.13
407,Port Lincoln,7,AU,1580044550,82,-34.73,135.87,65.41,9.48
408,Tuy Hoa,26,VN,1580044550,84,13.08,109.3,77.32,9.4
409,Katsuura,97,JP,1580044550,83,35.13,140.3,44.01,1.01
410,Kokopo,92,PG,1580044550,72,-4.35,152.26,83.79,4.65
411,Ikwiriri,96,TZ,1580044551,93,-7.96,38.97,80.28,3.38
412,Port Hawkesbury,100,CA,1580044551,93,45.62,-61.35,34.0,8.99
413,Rincon,1,US,1580044437,86,32.3,-81.24,43.0,5.82
414,Orlik,7,RU,1580044551,71,52.52,99.83,3.18,1.99
415,Aykhal,100,RU,1580044551,98,66.0,111.5,-15.61,4.72
416,Onalaska,100,US,1580044551,90,43.88,-91.24,28.99,1.01
417,Khuzhir,78,RU,1580044551,78,53.19,107.34,19.4,1.79
418,Paamiut,13,GL,1580044552,68,61.99,-49.67,15.58,22.93
419,Cavalcante,100,BR,1580044461,98,-13.8,-47.46,64.69,6.71
420,Shetpe,100,KZ,1580044552,85,44.17,52.12,37.62,21.79
421,Bontang,72,ID,1580044552,79,0.13,117.5,82.04,7.7
422,Dapitan,35,PH,1580044552,93,8.65,123.42,74.77,1.25
423,Krasnoarmeysk,96,RU,1580044552,53,51.02,45.7,32.0,10.0
424,Mariselu,100,RO,1580044552,67,47.02,24.52,43.0,1.01
425,Nouadhibou,53,MR,1580044553,49,20.93,-17.03,67.8,13.04
426,Westport,1,US,1580044289,93,41.14,-73.36,39.0,8.05
427,Inta,90,RU,1580044553,97,66.03,60.17,-5.03,5.99
428,Vilyuysk,100,RU,1580044553,97,63.76,121.62,-19.52,13.11
429,Chapais,100,CA,1580044553,97,49.78,-74.85,24.98,4.56
430,Vestmanna,96,FO,1580044553,65,62.16,-7.17,40.8,32.37
431,Porto Belo,1,BR,1580044553,81,-27.16,-48.55,84.0,3.0
432,Caravelas,100,BR,1580044554,88,-17.71,-39.25,76.95,15.55
433,Nshamba,76,TZ,1580044554,57,-1.8,31.55,77.47,5.37
434,Ixtapa,94,MX,1580044554,100,20.7,-105.2,69.01,1.25
435,Jos,74,NG,1580044554,10,9.92,8.9,80.08,9.44
436,Hasaki,99,JP,1580044554,99,35.73,140.83,36.0,11.39
437,Puerto Cabezas,0,NI,1580044554,93,14.04,-83.39,65.01,3.51
438,Upington,0,ZA,1580044554,23,-28.45,21.26,84.2,12.75
439,Frontera,67,MX,1580044555,55,26.93,-101.45,60.24,5.17
440,Sao Filipe,23,CV,1580044283,64,14.9,-24.5,76.48,14.74
441,Taltal,9,CL,1580044555,74,-25.4,-70.48,70.45,1.95
442,Praia,57,CV,1580044555,67,14.92,-23.51,73.54,12.91
443,Porto-Novo,75,BJ,1580044555,10,6.5,2.6,95.72,3.09
444,Duarte,90,US,1580044555,87,34.14,-117.98,57.2,2.86
445,Sorland,100,NO,1580044555,68,67.67,12.69,32.4,23.91
446,Sola,5,VU,1580044556,74,-13.88,167.55,83.73,11.1
447,San Miguel de Tucuman,83,AR,1580044524,56,-26.82,-65.22,81.01,4.65
448,Oodweyne,62,SO,1580044556,49,9.41,45.06,78.35,17.13
449,Wajima,96,JP,1580044556,64,37.4,136.9,43.41,14.34
450,'Ahuimanu,1,US,1580044556,80,21.44,-157.84,73.0,4.88
451,Laas,75,IT,1580044556,60,46.62,10.7,42.8,1.12
452,Elko,100,US,1580044557,81,41.0,-115.5,34.0,4.52
453,Kalaleh,0,IR,1580044557,29,37.38,55.49,51.55,3.96
454,George Town,60,MY,1580044557,70,5.41,100.34,84.0,1.99
455,Yeniseysk,100,RU,1580044557,92,58.45,92.17,15.28,6.22
456,Mount Pleasant,100,US,1580044447,86,32.79,-79.86,43.0,5.14
457,Presque Isle,90,US,1580044503,96,46.68,-68.02,32.0,5.82
458,Escalerillas,99,MX,1580044558,86,22.13,-101.07,51.85,5.46
459,Kontagora,27,NG,1580044558,6,10.4,5.47,92.05,6.22
460,Goundam,98,ML,1580044558,4,16.41,-3.67,91.18,14.38
461,Barras,59,BR,1580044558,67,-4.24,-42.29,85.24,4.76
462,Rankovce,93,MK,1580044558,55,42.17,22.12,52.0,5.99
463,Shimoda,100,JP,1580044558,76,34.67,138.95,42.01,1.01
464,Privolzhskiy,6,RU,1580044559,53,51.4,46.03,32.0,10.0
465,Prieska,0,ZA,1580044559,12,-29.66,22.75,86.77,24.27
466,Narsaq,53,GL,1580044559,72,60.92,-46.05,10.4,4.7
467,Richards Bay,15,ZA,1580044559,79,-28.78,32.04,81.45,27.81
468,Tayu,0,ID,1580044559,81,-6.54,111.05,79.05,4.12
469,Port Macquarie,100,AU,1580044559,99,-31.43,152.92,75.99,14.36
470,Jinchang,0,CN,1580044559,67,38.5,102.17,20.93,1.36
471,Blagoveshchenka,78,RU,1580044559,86,52.83,79.87,9.95,13.38
472,Amahai,95,ID,1580044560,67,-3.33,128.92,85.01,2.75
473,Coruripe,45,BR,1580044560,73,-10.13,-36.18,83.88,15.88
474,Progreso,0,MX,1580044560,93,21.28,-89.67,66.0,16.82
475,Tsiroanomandidy,78,MG,1580044560,65,-18.77,46.03,81.63,4.88
476,Inirida,58,CO,1580044561,94,3.87,-67.92,76.5,1.34
477,Norman Wells,100,CA,1580044561,97,65.28,-126.83,-20.83,4.47
478,Rognan,100,NO,1580044561,69,67.1,15.39,27.0,21.99
479,San Juan,46,AR,1580044386,28,-31.54,-68.54,83.7,19.53
480,Sarahan,0,IN,1580044561,83,31.52,77.8,16.68,1.57
481,Ebolowa,0,CM,1580044561,13,2.9,11.15,92.61,3.87
482,Porto de Moz,98,BR,1580044561,87,-1.75,-52.24,80.24,3.42
483,Bjornevatn,67,NO,1580044562,81,69.67,29.98,12.69,11.92
484,Nishihara,100,JP,1580044562,88,26.18,127.76,73.0,5.01
485,Virginia Beach,75,US,1580044517,74,36.85,-75.98,39.99,5.82
486,Palmer,40,US,1580044562,92,42.16,-72.33,37.99,5.82
487,Byron Bay,46,AU,1580044562,87,-28.65,153.62,77.0,1.99
488,Esim,57,GH,1580044563,27,4.87,-2.24,95.9,4.09
489,Pemangkat,85,ID,1580044563,88,1.17,108.97,79.83,6.06
490,Topolevo,5,RU,1580044563,88,48.5,135.2,2.7,14.79
491,Udachny,100,RU,1580044563,97,66.42,112.4,-19.23,4.34
492,Farnes,100,NO,1580044563,97,61.32,7.8,27.86,6.24
493,Tselinnoye,42,RU,1580044563,87,53.08,85.67,7.45,7.9
494,Alofi,1,NU,1580044563,83,-19.06,-169.92,80.87,8.16
495,La Peca,100,PE,1580044564,92,-5.61,-78.44,65.14,0.98
496,Celestun,0,MX,1580044564,87,20.87,-90.4,70.16,16.53
497,Weihe,100,CN,1580044564,96,33.0,105.32,29.41,1.81
498,Bulgan,95,MN,1580044564,68,48.81,103.53,9.34,3.94
499,Bongandanga,55,CD,1580044565,12,1.5,21.05,99.81,4.99
500,Marsabit,100,KE,1580044565,61,2.33,37.99,81.25,18.07
501,Imbituba,0,BR,1580044565,72,-28.24,-48.67,76.48,9.93
502,Venado Tuerto,0,AR,1580044565,42,-33.75,-61.97,86.0,1.01
503,Leningradskiy,98,RU,1580044565,92,69.38,178.42,-9.38,4.27
504,Lulea,100,SE,1580044565,84,65.58,22.15,10.04,8.03
505,Ubari,5,LY,1580044565,9,26.59,12.78,71.85,1.54
506,Fredericksburg,1,US,1580044566,100,38.3,-77.46,37.99,3.65
507,Morehead,93,US,1580044566,91,37.27,-87.18,34.0,4.14
508,Riyadh,0,SA,1580044566,23,24.69,46.72,56.39,14.81
509,Male,99,MV,1580044566,71,4.17,73.51,81.82,6.73
510,Jacareacanga,94,BR,1580044566,93,-6.22,-57.75,76.51,0.27
511,Comodoro Rivadavia,14,AR,1580044502,51,-45.87,-67.5,59.95,19.24
512,Veraval,0,IN,1580044567,34,20.9,70.37,78.69,10.42
513,Saint-Nazaire,71,FR,1580044567,91,47.28,-2.2,54.0,5.01
514,Kyren,30,RU,1580044567,56,51.68,102.14,11.01,9.6
515,Sakaiminato,100,JP,1580044567,72,35.55,133.23,47.57,15.32
516,Ancud,11,CL,1580044567,88,-41.87,-73.82,56.44,3.33
517,Maceio,39,BR,1580044400,79,-9.67,-35.74,82.31,13.53
518,Port-Gentil,20,GA,1580044551,70,-0.72,8.78,87.8,8.05
519,Harindanga,0,IN,1580044567,57,22.04,88.32,68.76,8.72
520,Tarnogskiy Gorodok,96,RU,1580044568,94,60.5,43.58,10.92,5.1
521,Winslow,78,US,1580044372,40,35.02,-110.7,30.99,1.99
522,Tomatlan,96,MX,1580044568,96,19.93,-105.25,61.88,2.98
523,Durazno,0,UY,1580044476,62,-33.41,-56.5,79.77,8.48
524,Saint Augustine,1,US,1580044569,86,29.89,-81.31,48.0,3.18
525,Rio das Ostras,37,BR,1580044569,75,-22.53,-41.95,77.31,3.02
526,Aras,0,ES,1580044569,81,42.56,-2.36,55.0,4.0
527,Yershichi,40,RU,1580044569,84,53.67,32.75,34.14,10.85
528,Solnechnyy,40,RU,1580044569,92,50.72,136.63,-8.05,0.94
529,Nouakchott,80,MR,1580044438,35,18.09,-15.98,79.21,13.06
530,Nizwa,22,OM,1580044570,24,22.93,57.53,65.8,19.75
531,Cabra,98,ES,1580044570,74,37.47,-4.44,55.99,5.01
532,Thohoyandou,0,ZA,1580044570,29,-22.95,30.48,97.07,3.71
533,Ixtacomitan,0,MX,1580044570,91,17.42,-93.1,65.17,1.79
534,Coahuayana Viejo,22,MX,1580044524,66,18.73,-103.68,65.43,3.42
535,Arman,100,RU,1580044570,85,59.7,150.17,1.27,21.97
536,Vary,72,UA,1580044571,66,48.12,22.71,32.0,4.0
537,Rio Grande,0,BR,1580044288,71,-32.03,-52.1,81.0,1.01
538,Gobabis,25,NA,1580044571,20,-22.45,18.97,86.13,5.53
539,Griffith,90,US,1580044289,92,41.53,-87.42,33.01,10.29
540,Koumac,100,NC,1580044571,85,-20.57,164.28,73.36,4.41
541,Upata,100,VE,1580044571,82,8.01,-62.4,71.96,8.14
542,El Angel,99,EC,1580044571,92,0.62,-77.93,55.2,1.12
543,Sulangan,42,PH,1580044572,83,11.14,123.72,81.63,7.96
544,San Quintin,17,MX,1580044572,19,30.48,-115.95,42.01,3.0
545,Kuching,90,MY,1580044572,94,1.55,110.33,78.01,2.93
546,Haining,100,CN,1580044573,86,30.54,120.69,48.99,11.95
547,Bam,39,IR,1580044573,34,29.11,58.36,54.14,7.76
548,Carutapera,98,BR,1580044573,79,-1.2,-46.02,82.8,8.93
549,Sabalgarh,0,IN,1580044573,36,26.25,77.4,68.85,4.34
550,Seoul,100,KR,1580044573,56,37.57,126.98,43.03,13.4
551,Mandali,0,IQ,1580044573,37,33.75,45.55,55.56,16.46
552,Centralia,90,US,1580044573,100,46.72,-122.95,50.0,9.17
553,Salamanca,0,ES,1580044574,38,40.83,-6.0,48.99,10.33
554,Olafsvik,100,IS,1580044574,81,64.89,-23.71,33.89,27.45
